"November 09, 2022 at 03:16PM",@pvOBlxaHdF64M5V,"RT @satokokishi2022: 【区長記者会見①】
補正予算の内容：全体で28事業について総額約9億4000万円を計上。
(1)保育所等物価高騰緊急対策：コロナ禍、物価上昇の中でも保育サービスの質の維持・向上をはかるため、都の補助制度を活用し、食材料費などの物価高騰分を利用者からいただくことが困難な保育所等に対し支援。",https://twitter.com/pvOBlxaHdF64M5V/status/1590226816983511040,https://ifttt.com/missing_link?1667977333
"November 09, 2022 at 03:20PM",@r0OlcwRqzBx8oHQ,"RT @r0OlcwRqzBx8oHQ: 【中日新聞 社説】
税金の無駄遣い アベノミクスが元凶だ！

コロナ対策に関連し予算確保に走ったことがずさんな支出の原因！

予算編成するたびに財源として国債発行！

アベノミクスによる日本経済への弊害も鮮明！

鳩山民主党政権下の緊縮財政によるデフレ景気どん底を忘れ、抜け落ちた論調！🇯🇵",https://twitter.com/r0OlcwRqzBx8oHQ/status/1590227842432126976,https://ifttt.com/missing_link?1667977333
"November 09, 2022 at 03:23PM",@mallow70178781,"RT @yoshifumiuesaka: コロナ対策、ムダ多く　予算「規模ありき」未執行18兆円: 日本経済新聞

 https://t.co/sQgVONa3E7",https://twitter.com/mallow70178781/status/1590228533636648961,https://t.co/sQgVONa3E7
"November 09, 2022 at 03:27PM",@hideyan000,"RT @Beginne56869609: #ミヤネ屋　
共産のツイートで知る。毎日のスクープとのこと。アベ氏に関していろいろ証拠が出てくるのに、岸田氏は知らんぷり。

コロナ担当でも経済政策予算でも、萩生田氏を頼りにするなど教団汚染を隠そうともしない。この度胸は何処からくるの？　

https://t.co/jzA6m4Vry4",https://twitter.com/hideyan000/status/1590229679180771330,https://t.co/jzA6m4Vry4
"November 09, 2022 at 03:28PM",@ikeda_kayoko,"RT @satokokishi2022: 【区長記者会見①】
補正予算の内容：全体で28事業について総額約9億4000万円を計上。
(1)保育所等物価高騰緊急対策：コロナ禍、物価上昇の中でも保育サービスの質の維持・向上をはかるため、都の補助制度を活用し、食材料費などの物価高騰分を利用者からいただくことが困難な保育所等に対し支援。",https://twitter.com/ikeda_kayoko/status/1590229927131250688,https://ifttt.com/missing_link?1667977333
"November 09, 2022 at 03:32PM",@zUBe76hFjIDPn2Z,"RT @Beginne56869609: #ミヤネ屋　
共産のツイートで知る。毎日のスクープとのこと。アベ氏に関していろいろ証拠が出てくるのに、岸田氏は知らんぷり。

コロナ担当でも経済政策予算でも、萩生田氏を頼りにするなど教団汚染を隠そうともしない。この度胸は何処からくるの？　

https://t.co/jzA6m4Vry4",https://twitter.com/zUBe76hFjIDPn2Z/status/1590230752268288000,https://t.co/jzA6m4Vry4
"November 09, 2022 at 03:34PM",@seki_yo,"RT @tbsnewsdig: 今ワクチン接種にかかっている費用は1回あたり約9600円。
2021年度でかかった費用は、2兆3396億円となりました。
病院やワクチンの費用などを含めた、新型コロナの医療提供体制全体には、約17兆円という予算が充てられています。
https://t.co/oWwIeXkKnx https://t.co/C65I9Ytqnn",https://twitter.com/seki_yo/status/1590231406214799360,https://t.co/oWwIeXkKnx
"November 09, 2022 at 03:36PM",@oniichankizuite,"RT @yoshifumiuesaka: コロナ対策、ムダ多く　予算「規模ありき」未執行18兆円: 日本経済新聞

 https://t.co/sQgVONa3E7",https://twitter.com/oniichankizuite/status/1590231832121200641,https://t.co/sQgVONa3E7
"November 09, 2022 at 03:37PM",@re55614412,"RT @satokokishi2022: 【区長記者会見①】
補正予算の内容：全体で28事業について総額約9億4000万円を計上。
(1)保育所等物価高騰緊急対策：コロナ禍、物価上昇の中でも保育サービスの質の維持・向上をはかるため、都の補助制度を活用し、食材料費などの物価高騰分を利用者からいただくことが困難な保育所等に対し支援。",https://twitter.com/re55614412/status/1590231971082678273,https://ifttt.com/missing_link?1667977333
"November 09, 2022 at 03:37PM",@P_reDemocracy,お答え申し上げます。新型コロナウイルス感染症対応地方創生臨時交付金につきましては、令和二年度一次補正予算におきまして一兆円計上され、第二次補正予算におきまして二兆円が増額、#久保田雅晴 #20210317,https://twitter.com/P_reDemocracy/status/1590232211856449536,https://ifttt.com/missing_link?1667977333
"November 09, 2022 at 03:38PM",@teziton,"RT @satokokishi2022: 【区長記者会見①】
補正予算の内容：全体で28事業について総額約9億4000万円を計上。
(1)保育所等物価高騰緊急対策：コロナ禍、物価上昇の中でも保育サービスの質の維持・向上をはかるため、都の補助制度を活用し、食材料費などの物価高騰分を利用者からいただくことが困難な保育所等に対し支援。",https://twitter.com/teziton/status/1590232255922057216,https://ifttt.com/missing_link?1667977333
"November 09, 2022 at 03:38PM",@MariagratiaMary,"あ、でも…

シロクマさん🐻‍❄️✨にオンディーヌ🧚‍♂️✨に
遠山の金さんは、２回くらい観たいし…🌸✨✨

１月は色々ありすぎる…😱

囲む会は…
もう、予算オーバー…💦

今回もコロナで抽選になりそうだし💦💦
やっぱり
長く応援してこられた方々に囲んであげてもらいたいです✨✨✨",https://twitter.com/MariagratiaMary/status/1590232380555821056,https://ifttt.com/missing_link?1667977333
"November 09, 2022 at 03:39PM",@Whats67125965,"@RU_2112_SH @hoshusokuhou どこがプロパガンダか
ご指摘どうぞ
論破されるのが怖くて言えないだろうけど(笑)
コロナでも無策の見殺し政策
分配と成長と言いながら分配減らし続け
内部留保国家予算の５倍ある大企業には減税続けている岸田政権
社会基盤への投資は減らし続け
日本を衰退させている https://t.co/7iRh5b8X44",https://twitter.com/Whats67125965/status/1590232572889804800,https://t.co/7iRh5b8X44
"November 09, 2022 at 03:39PM",@zimt6j9gAWsDNhV,"RT @Beginne56869609: #ミヤネ屋　
共産のツイートで知る。毎日のスクープとのこと。アベ氏に関していろいろ証拠が出てくるのに、岸田氏は知らんぷり。

コロナ担当でも経済政策予算でも、萩生田氏を頼りにするなど教団汚染を隠そうともしない。この度胸は何処からくるの？　

https://t.co/jzA6m4Vry4",https://twitter.com/zimt6j9gAWsDNhV/status/1590232711297667072,https://t.co/jzA6m4Vry4
"November 09, 2022 at 03:41PM",@sabakuinu,"(東京)
2021年度決算検査報告で、新型コロナ関連予算の約二割が未執行だったことが判明した。このうち使う見込みがない不用額も約５％に上った。
　各省庁がコロナ対策に関連づけて予算確保に走ったことがずさんな支出の原因だ。この緩み切った財政規律の元凶は、政府が依然続けるアベノミクスにある。",https://twitter.com/sabakuinu/status/1590233003380596740,https://ifttt.com/missing_link?1667977333
"November 09, 2022 at 03:41PM",@oozu1947,"RT @satokokishi2022: 【区長記者会見①】
補正予算の内容：全体で28事業について総額約9億4000万円を計上。
(1)保育所等物価高騰緊急対策：コロナ禍、物価上昇の中でも保育サービスの質の維持・向上をはかるため、都の補助制度を活用し、食材料費などの物価高騰分を利用者からいただくことが困難な保育所等に対し支援。",https://twitter.com/oozu1947/status/1590233117574729728,https://ifttt.com/missing_link?1667977333
"November 09, 2022 at 03:43PM",@nwa0123,"RT @satokokishi2022: 【区長記者会見①】
補正予算の内容：全体で28事業について総額約9億4000万円を計上。
(1)保育所等物価高騰緊急対策：コロナ禍、物価上昇の中でも保育サービスの質の維持・向上をはかるため、都の補助制度を活用し、食材料費などの物価高騰分を利用者からいただくことが困難な保育所等に対し支援。",https://twitter.com/nwa0123/status/1590233607075160065,https://ifttt.com/missing_link?1667977333
"November 09, 2022 at 03:43PM",@miyaya_ftft39,"RT @yoshifumiuesaka: コロナ対策、ムダ多く　予算「規模ありき」未執行18兆円: 日本経済新聞

 https://t.co/sQgVONa3E7",https://twitter.com/miyaya_ftft39/status/1590233680622260225,https://t.co/sQgVONa3E7
"November 09, 2022 at 03:44PM",@shobonlove,"またミサイル飛んできたとかみんなでマスク外してハロウィンしたらコロナ増えたとかオリンピックの予算が案の定増えたとか…
そんな今日は晴れだから太陽が出てますみたいな当たり前のニュースばかり出されてもσ^_^;",https://twitter.com/shobonlove/status/1590233767402405889,https://ifttt.com/missing_link?1667977333
"November 09, 2022 at 03:49PM",@gsrnsxgtft86z4,"税金の無駄使い

来年分のコロナワクチンを確保　22年度補正予算案　厚労省 | 毎日新聞 https://t.co/4l5idTdVzH",https://twitter.com/gsrnsxgtft86z4/status/1590235069343756289,https://t.co/4l5idTdVzH
"November 09, 2022 at 03:56PM",@Italian291,"RT @Beginne56869609: #ミヤネ屋　
共産のツイートで知る。毎日のスクープとのこと。アベ氏に関していろいろ証拠が出てくるのに、岸田氏は知らんぷり。

コロナ担当でも経済政策予算でも、萩生田氏を頼りにするなど教団汚染を隠そうともしない。この度胸は何処からくるの？　

https://t.co/jzA6m4Vry4",https://twitter.com/Italian291/status/1590236745886748672,https://t.co/jzA6m4Vry4
"November 09, 2022 at 03:56PM",@ren_yahata111,"RT @Y5qYGaJXRMjZG6l: 来年分のコロナワクチンを確保　22年度補正予算案　厚労省 | 毎日新聞

今現在5%の人しか打ってないワクチンを確保するって…ね

利権絡みとしか思えない

ファイザーの大株主はアメリカ創価学会です

ん~

そこに使う税金を我々に

#一律給付金求める声を無視するな
 https://t.co/14JgrCFxoN",https://twitter.com/ren_yahata111/status/1590236991727505409,https://t.co/14JgrCFxoN
"November 09, 2022 at 03:57PM",@NomuraToshiyuki,"RT @satokokishi2022: 【区長記者会見①】
補正予算の内容：全体で28事業について総額約9億4000万円を計上。
(1)保育所等物価高騰緊急対策：コロナ禍、物価上昇の中でも保育サービスの質の維持・向上をはかるため、都の補助制度を活用し、食材料費などの物価高騰分を利用者からいただくことが困難な保育所等に対し支援。",https://twitter.com/NomuraToshiyuki/status/1590237148909035520,https://ifttt.com/missing_link?1667977333
"November 09, 2022 at 04:01PM",@po246mio,"RT @yoshifumiuesaka: コロナ対策、ムダ多く　予算「規模ありき」未執行18兆円: 日本経済新聞

 https://t.co/sQgVONa3E7",https://twitter.com/po246mio/status/1590238126106365953,https://t.co/sQgVONa3E7
"November 09, 2022 at 04:01PM",@7mojmoon,"#国会中継
#自民党は改憲カルト団体
参議院憲法審査会2022.11.9より

憲法26条を政府与党が守って
予算さえつければ教育無償化すぐできる❣️
民主党がやろうとしたら自民党はバラマキと批判💢
改憲しなければできないと嘘❗️

コロナ禍 生活に困窮し経済対策を求めているのに❗️

今、改憲不必要‼️",https://twitter.com/7mojmoon/status/1590238227134545920,https://ifttt.com/missing_link?1667977333
"November 09, 2022 at 04:02PM",@sophiaaaaadesu,"@shinnosukedayo_ 僕家族うってないワクチンとかあれ害しかないから打つのはバカ
打たない方が免疫高いからかかりにくい、国がコロナワクチン予算で買って使わないともったいないから打ったら治るってでまかせ言ってるんだよ
河野さんそんなこと言って自分がかかって色々言われて喚くの本当に大人なのかなって疑う",https://twitter.com/sophiaaaaadesu/status/1590238342410825728,https://ifttt.com/missing_link?1667980921
"November 09, 2022 at 04:05PM",@SBMASf6eaVS4Zon,"RT @giga_frog: 兆円の単位で余らせたのにまた買う。財務省の出番だよ。頑張れ。

コロナワクチン、来年も購入検討　補正予算計上を調整　加藤厚労相  https://t.co/XqzP9Vd9Q1",https://twitter.com/SBMASf6eaVS4Zon/status/1590239081803706369,https://t.co/XqzP9Vd9Q1
"November 09, 2022 at 04:07PM",@ecodaren,"社説：会計検査院報告　コロナ予算がずさんだ（京都新聞）
#Yahooニュース
 https://t.co/S8ZAlejtjj",https://twitter.com/ecodaren/status/1590239675306115073,https://t.co/S8ZAlejtjj
"November 09, 2022 at 04:08PM",@HimaTubeNews7,社説：会計検査院報告　コロナ予算がずさんだ https://t.co/HpLvLq1GkP | 京都新聞 #京都新聞,https://twitter.com/HimaTubeNews7/status/1590239795703615488,https://t.co/HpLvLq1GkP
"November 09, 2022 at 04:08PM",@msasayama,"RT @MNHR_Labo: そもそも厚労省は年金と医療と福祉を担当するダントツ巨大予算の省庁。財務省から見れば最も抑えつけたい存在です。
　
世界一の病床数と外来受診数で維持されてきた日本の医療利権ですが、コロナで更に焼け太り。財務相もカンカンのです。
　
流石にここは財務省に頑張ってもらいたいところ。",https://twitter.com/msasayama/status/1590239950955769856,https://ifttt.com/missing_link?1667980921
"November 09, 2022 at 04:12PM",@ujryXL55bScvEJj,"RT @Beginne56869609: #ミヤネ屋　
共産のツイートで知る。毎日のスクープとのこと。アベ氏に関していろいろ証拠が出てくるのに、岸田氏は知らんぷり。

コロナ担当でも経済政策予算でも、萩生田氏を頼りにするなど教団汚染を隠そうともしない。この度胸は何処からくるの？　

https://t.co/jzA6m4Vry4",https://twitter.com/ujryXL55bScvEJj/status/1590240909748494337,https://t.co/jzA6m4Vry4
"November 09, 2022 at 04:15PM",@peace77mk,"RT @satokokishi2022: 【区長記者会見①】
補正予算の内容：全体で28事業について総額約9億4000万円を計上。
(1)保育所等物価高騰緊急対策：コロナ禍、物価上昇の中でも保育サービスの質の維持・向上をはかるため、都の補助制度を活用し、食材料費などの物価高騰分を利用者からいただくことが困難な保育所等に対し支援。",https://twitter.com/peace77mk/status/1590241571492200448,https://ifttt.com/missing_link?1667980921
"November 09, 2022 at 04:18PM",@botamot60166954,"RT @yoshifumiuesaka: コロナ対策、ムダ多く　予算「規模ありき」未執行18兆円: 日本経済新聞

 https://t.co/sQgVONa3E7",https://twitter.com/botamot60166954/status/1590242469572411394,https://t.co/sQgVONa3E7
"November 09, 2022 at 04:19PM",@ayas50314521,"RT @yoshifumiuesaka: コロナ対策、ムダ多く　予算「規模ありき」未執行18兆円: 日本経済新聞

 https://t.co/sQgVONa3E7",https://twitter.com/ayas50314521/status/1590242583430959106,https://t.co/sQgVONa3E7
